"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0I410","2019-09-11 07:00:00","180.000","195.000","1.400","24.800","0.860","991.300","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","24.000",""
"C0M410","2019-09-11 07:00:00","245.000","2.000","0.500","22.900","1.000","980.800","-99.000","0.000","-99.000","-99.000","-99.000","22.900","","21.700",""
"C0F9Z0","2019-09-11 07:00:00","3193.000","94.000","1.500","11.900","0.660","700.400","-99.000","0.000","-99.000","-99.000","-99.000","11.900","","9.500",""
"C0G810","2019-09-11 07:00:00","26.000","121.000","1.500","27.900","0.860","1007.600","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","26.500",""
"C0U650","2019-09-11 07:00:00","442.000","0.000","0.200","25.300","0.790","964.700","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","22.800",""
"C0D660","2019-09-11 07:00:00","65.000","170.000","0.300","28.300","0.760","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","26.600",""
"C0E540","2019-09-11 07:00:00","32.000","72.000","0.400","26.200","0.940","1008.200","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.100",""
"C0W170","2019-09-11 07:00:00","42.000","48.000","4.000","27.800","0.870","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","27.500",""
"C0Z150","2019-09-11 07:00:00","27.000","216.000","2.700","25.500","0.930","1011.100","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","24.700",""
"C0S840","2019-09-11 07:00:00","22.000","275.000","1.700","25.400","0.950","1011.700","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","24.600",""
"C0H9A0","2019-09-11 07:00:00","1595.000","0.000","0.000","20.600","0.740","847.200","-99.000","0.000","-99.000","-99.000","-99.000","20.600","","16.100",""
"C0Z300","2019-09-11 07:00:00","182.000","9.000","1.200","23.800","0.990","994.500","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","22.800",""
"C0G730","2019-09-11 07:00:00","27.000","158.000","0.900","26.500","0.940","1009.300","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","24.600",""
"C0V730","2019-09-11 07:00:00","33.000","65.000","1.500","25.500","0.990","1008.700","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.700",""
"C0SA00","2019-09-11 07:00:00","466.000","298.000","1.400","22.300","0.970","960.800","-99.000","0.000","-99.000","-99.000","-99.000","23.200","","21.800",""
"C0S900","2019-09-11 07:00:00","27.000","120.000","0.600","28.000","0.850","1010.000","-99.000","1.000","-99.000","-99.000","-99.000","28.300","","26.900",""
"C0C480","2019-09-11 07:00:00","105.000","0.000","0.000","28.600","0.680","999.900","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","27.300",""
"C0V720","2019-09-11 07:00:00","15.000","59.000","1.300","26.000","0.940","1010.300","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","25.100",""
"C0UA60","2019-09-11 07:00:00","566.000","215.000","0.400","26.300","0.740","950.600","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","22.200",""
"C0A980","2019-09-11 07:00:00","11.000","125.000","2.000","29.900","0.640","1011.300","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","28.100",""
"C0C670","2019-09-11 07:00:00","250.000","131.000","0.800","26.100","0.730","984.200","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","24.300",""
"C0K550","2019-09-11 07:00:00","15.000","142.000","0.500","26.500","0.890","1010.200","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","24.200",""
"C0R350","2019-09-11 07:00:00","35.000","36.000","2.400","27.000","0.860","1008.000","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","26.000",""
"C0T9F0","2019-09-11 07:00:00","251.000","0.000","0.000","25.100","0.920","985.300","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","23.200",""
"C0D390","2019-09-11 07:00:00","146.000","0.000","0.000","25.000","0.890","994.000","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","24.000",""
"C0E430","2019-09-11 07:00:00","258.000","185.000","0.400","23.000","0.960","986.400","-99.000","0.000","-99.000","-99.000","-99.000","23.500","","22.800",""
"C0O990","2019-09-11 07:00:00","18.000","0.000","0.200","24.000","0.990","1009.400","-99.000","0.000","-99.000","-99.000","-99.000","24.000","","22.900",""
"CM0010","2019-09-11 07:00:00","68.000","103.000","0.400","26.800","-99.000","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","25.700",""
"C0K500","2019-09-11 07:00:00","12.000","146.000","1.100","26.300","0.890","1009.200","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","24.200",""
"C0X260","2019-09-11 07:00:00","39.000","126.000","1.000","25.700","0.890","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","23.600",""
"C0ACA0","2019-09-11 07:00:00","25.000","76.000","2.100","29.200","0.670","1008.200","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","28.200",""
"C0X180","2019-09-11 07:00:00","62.000","97.000","1.500","24.800","0.990","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","23.500",""
"C0F930","2019-09-11 07:00:00","100.000","131.000","0.700","28.000","1.000","1000.100","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","27.100",""
"C0I010","2019-09-11 07:00:00","1562.000","127.000","0.800","20.300","0.690","849.700","-99.000","0.000","-99.000","-99.000","-99.000","20.300","","16.300",""
"C0R190","2019-09-11 07:00:00","32.000","0.000","0.000","24.100","0.990","1007.600","-99.000","0.000","-99.000","-99.000","-99.000","24.100","","22.700",""
"C0E420","2019-09-11 07:00:00","19.000","0.000","0.000","26.600","0.820","1007.800","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","24.900",""
"C0I460","2019-09-11 07:00:00","110.000","183.000","1.600","25.800","0.890","999.500","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.300",""
"C0A9F0","2019-09-11 07:00:00","35.000","100.000","1.800","29.700","0.710","1008.800","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","28.100",""
"C0F9A0","2019-09-11 07:00:00","425.000","99.000","0.500","25.900","0.870","964.000","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","23.200",""
"C0O950","2019-09-11 07:00:00","4.000","0.000","0.100","25.600","0.940","1010.200","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","24.700",""
"C0M760","2019-09-11 07:00:00","40.000","125.000","1.000","26.100","0.910","1007.300","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","24.500",""
"C0AH70","2019-09-11 07:00:00","34.000","85.000","2.100","29.200","0.660","1008.800","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","28.200",""
"C0V250","2019-09-11 07:00:00","298.000","39.000","0.500","23.400","0.920","979.200","-99.000","0.000","-99.000","-99.000","-99.000","23.400","","21.400",""
"C0U980","2019-09-11 07:00:00","573.000","147.000","3.400","23.500","1.000","951.100","-99.000","0.000","-99.000","-99.000","-99.000","23.500","","22.700",""
"C0S740","2019-09-11 07:00:00","289.000","20.000","0.500","24.000","0.920","982.000","-99.000","0.000","-99.000","-99.000","-99.000","24.500","","22.700",""
"C0A940","2019-09-11 07:00:00","49.000","181.000","2.100","26.400","0.950","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","24.900",""
"C0A920","2019-09-11 07:00:00","196.000","120.000","2.900","27.200","0.930","989.600","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","25.000",""
"C0T870","2019-09-11 07:00:00","135.000","0.000","0.000","23.000","0.990","998.300","-99.000","0.000","-99.000","-99.000","-99.000","23.700","","21.800",""
"C0O930","2019-09-11 07:00:00","69.000","59.000","1.400","22.900","1.000","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","22.900","","21.900",""
"C0AI40","2019-09-11 07:00:00","37.000","71.000","2.200","29.800","0.640","1008.200","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","28.800",""
"C0C460","2019-09-11 07:00:00","482.000","0.000","0.200","23.600","0.750","959.400","-99.000","0.000","-99.000","-99.000","-99.000","23.800","","22.100",""
"C0E520","2019-09-11 07:00:00","320.000","0.000","0.000","23.400","1.000","976.800","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","22.400",""
"C0T9D0","2019-09-11 07:00:00","7.000","0.000","0.000","25.400","0.990","1013.200","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","23.500",""
"C0I390","2019-09-11 07:00:00","1184.000","96.000","1.500","19.500","0.840","887.000","-99.000","0.000","-99.000","-99.000","-99.000","20.300","","17.500",""
"C0B020","2019-09-11 07:00:00","86.000","104.000","2.300","28.600","0.990","1001.300","-99.000","0.500","-99.000","-99.000","-99.000","28.700","","25.400",""
"CM0170","2019-09-11 07:00:00","106.000","95.000","2.600","24.400","0.920","1000.800","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","22.800",""
"C0F860","2019-09-11 07:00:00","2215.000","61.000","0.600","16.100","0.850","783.900","-99.000","0.000","-99.000","-99.000","-99.000","16.100","","12.900",""
"C0U890","2019-09-11 07:00:00","116.000","274.000","1.400","26.000","0.990","1001.600","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","24.200",""
"C0G800","2019-09-11 07:00:00","15.000","171.000","1.400","26.600","0.930","1009.400","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.200",""
"C0F850","2019-09-11 07:00:00","379.000","93.000","0.500","24.700","0.830","969.100","-99.000","0.000","-99.000","-99.000","-99.000","24.700","","22.800",""
"C0AH50","2019-09-11 07:00:00","275.000","102.000","3.200","27.300","0.990","981.300","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.000",""
"C0Z160","2019-09-11 07:00:00","124.000","155.000","0.900","25.200","0.890","1000.700","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","18.900",""
"C0R540","2019-09-11 07:00:00","17.000","23.000","1.100","26.000","0.930","1009.700","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","24.300",""
"C0K480","2019-09-11 07:00:00","56.000","114.000","0.600","26.400","0.860","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.000",""
"C0H890","2019-09-11 07:00:00","440.000","0.000","0.000","25.000","0.830","962.500","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","23.000",""
"C0S770","2019-09-11 07:00:00","375.000","119.000","0.900","25.200","0.820","971.000","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","23.000",""
"C0X230","2019-09-11 07:00:00","29.000","138.000","1.100","25.500","0.920","1009.700","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","23.900",""
"C0B010","2019-09-11 07:00:00","38.000","46.000","2.600","28.900","0.730","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","27.100",""
"C0R490","2019-09-11 07:00:00","49.000","359.000","1.800","24.900","0.950","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","24.100",""
"C0V440","2019-09-11 07:00:00","27.000","120.000","1.100","25.300","0.900","1008.200","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","23.300",""
"C0SA40","2019-09-11 07:00:00","200.000","0.000","0.100","24.500","0.920","991.300","-99.000","0.000","-99.000","-99.000","-99.000","24.500","","23.300",""
"C0Z280","2019-09-11 07:00:00","224.000","0.000","0.000","23.800","0.990","989.800","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","23.000",""
"C0Z070","2019-09-11 07:00:00","247.000","354.000","0.400","23.400","0.990","985.900","-99.000","0.000","-99.000","-99.000","-99.000","24.100","","23.100",""
"C0T9N0","2019-09-11 07:00:00","261.000","335.000","0.300","24.600","0.890","984.500","-99.000","0.000","-99.000","-99.000","-99.000","24.600","","22.800",""
"C0K470","2019-09-11 07:00:00","97.000","97.000","1.600","25.600","0.890","1000.600","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","23.600",""
"C0V650","2019-09-11 07:00:00","28.000","118.000","1.300","25.500","0.900","1010.300","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.200",""
"C0H9C0","2019-09-11 07:00:00","3402.000","113.000","1.300","15.500","0.560","680.800","-99.000","0.000","-99.000","-99.000","-99.000","15.500","","8.500",""
"C0U780","2019-09-11 07:00:00","15.000","256.000","0.500","27.000","0.760","1012.100","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","25.300",""
"C0U760","2019-09-11 07:00:00","22.000","0.000","0.100","25.400","0.990","1012.000","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","23.700",""
"C0X290","2019-09-11 07:00:00","10.000","153.000","1.200","26.300","0.890","1010.400","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","25.100",""
"C0R420","2019-09-11 07:00:00","504.000","106.000","2.300","22.500","-99.000","952.000","-99.000","0.000","-99.000","-99.000","-99.000","23.000","","21.600",""
"C0E830","2019-09-11 07:00:00","37.000","137.000","1.700","28.100","0.820","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.200",""
"C0K330","2019-09-11 07:00:00","38.000","138.000","0.800","26.400","0.870","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","24.600",""
"C0M660","2019-09-11 07:00:00","40.000","143.000","1.600","25.700","0.870","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","24.300",""
"C0D580","2019-09-11 07:00:00","120.000","0.000","0.000","22.200","0.980","998.100","-99.000","0.000","-99.000","-99.000","-99.000","22.800","","21.300",""
"C0R640","2019-09-11 07:00:00","21.000","59.000","2.400","25.700","0.970","1010.200","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","24.900",""
"C0E810","2019-09-11 07:00:00","53.000","0.000","0.100","25.500","0.980","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.500",""
"C0G830","2019-09-11 07:00:00","27.000","150.000","1.400","26.400","1.000","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","24.800",""
"C0A550","2019-09-11 07:00:00","422.000","0.000","0.000","23.900","1.000","966.000","-99.000","2.500","-99.000","-99.000","-99.000","24.000","","23.500",""
"C0G750","2019-09-11 07:00:00","31.000","119.000","0.700","26.200","0.880","1009.000","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","24.400",""
"C0Z270","2019-09-11 07:00:00","343.000","244.000","1.900","24.400","0.860","975.700","-99.000","0.000","-99.000","-99.000","-99.000","24.600","","23.600",""
"C0UA30","2019-09-11 07:00:00","1397.000","102.000","2.600","20.800","0.890","863.200","-99.000","0.000","-99.000","-99.000","-99.000","20.800","","17.200",""
"C0I080","2019-09-11 07:00:00","536.000","0.000","0.000","21.900","0.880","955.400","-99.000","0.000","-99.000","-99.000","-99.000","22.500","","20.900",""
"C0UA00","2019-09-11 07:00:00","392.000","292.000","0.600","23.200","0.990","970.600","-99.000","0.000","-99.000","-99.000","-99.000","23.500","","22.300",""
"C0AD40","2019-09-11 07:00:00","32.000","0.000","0.000","27.400","0.750","1008.100","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","24.800",""
"C0S660","2019-09-11 07:00:00","794.000","0.000","0.200","22.600","0.850","928.000","-99.000","0.000","-99.000","-99.000","-99.000","22.600","","19.200",""
"C0M640","2019-09-11 07:00:00","155.000","106.000","0.600","26.500","0.810","994.100","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","24.100",""
"C0R660","2019-09-11 07:00:00","20.000","0.000","0.200","26.400","-99.000","1010.200","-99.000","-99.000","-99.000","-99.000","-99.000","26.400","","24.200",""
"C0UA10","2019-09-11 07:00:00","1711.000","344.000","0.800","16.000","1.000","835.100","-99.000","0.500","-99.000","-99.000","-99.000","16.100","","14.600",""
"C0V770","2019-09-11 07:00:00","26.000","2.000","0.500","26.200","0.990","1008.700","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","24.100",""
"C0E730","2019-09-11 07:00:00","26.000","0.000","0.200","27.300","0.790","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","25.200",""
"C0V810","2019-09-11 07:00:00","32.000","0.000","0.200","26.700","0.950","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","25.300",""
"C0A9C0","2019-09-11 07:00:00","35.000","107.000","1.800","29.600","0.670","1008.400","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","28.400",""
"C0X310","2019-09-11 07:00:00","9.000","132.000","1.300","26.100","0.890","1011.300","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","24.900",""
"C0K280","2019-09-11 07:00:00","23.000","163.000","0.500","27.000","0.840","1011.100","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","24.300",""
"C0M650","2019-09-11 07:00:00","20.000","120.000","1.700","25.400","0.910","1009.700","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","24.000",""
"C0S910","2019-09-11 07:00:00","212.000","145.000","1.100","26.400","0.990","989.800","-99.000","1.000","-99.000","-99.000","-99.000","26.500","","25.300",""
"C0D570","2019-09-11 07:00:00","15.000","124.000","0.300","25.700","0.970","1010.300","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","24.500",""
"C0M710","2019-09-11 07:00:00","15.000","125.000","1.100","26.600","0.850","1010.100","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","25.200",""
"C0V490","2019-09-11 07:00:00","20.000","89.000","0.300","27.400","0.990","1009.600","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","25.900",""
"C0E870","2019-09-11 07:00:00","34.000","115.000","0.700","26.400","0.920","1009.400","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.200",""
"C0M800","2019-09-11 07:00:00","440.000","0.000","0.000","22.800","0.900","963.700","-99.000","0.000","-99.000","-99.000","-99.000","22.800","","20.700",""
"C0A570","2019-09-11 07:00:00","360.000","81.000","0.300","25.600","0.820","972.700","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","22.700",""
"C0S790","2019-09-11 07:00:00","236.000","8.000","0.700","24.000","0.880","987.900","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","23.200",""
"C0D590","2019-09-11 07:00:00","143.000","126.000","0.500","26.200","0.900","996.900","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","25.000",""
"C0U990","2019-09-11 07:00:00","31.000","260.000","0.900","27.400","0.820","1010.800","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","25.400",""
"C0M700","2019-09-11 07:00:00","150.000","81.000","1.800","24.800","0.880","995.500","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","23.200",""
"C0A970","2019-09-11 07:00:00","96.000","168.000","5.700","26.900","0.990","1003.000","-99.000","0.500","-99.000","-99.000","-99.000","26.900","","24.700",""
"CM0110","2019-09-11 07:00:00","7.000","176.000","0.600","27.400","0.790","1010.800","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","25.900",""
"C0S940","2019-09-11 07:00:00","150.000","0.000","0.200","26.800","0.810","996.000","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","25.500",""
"C0X250","2019-09-11 07:00:00","33.000","0.000","0.000","25.500","0.930","1007.900","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.100",""
"C0K520","2019-09-11 07:00:00","10.000","149.000","1.600","26.100","0.880","1009.500","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","24.300",""
"C0Z200","2019-09-11 07:00:00","153.000","99.000","0.500","26.200","0.990","997.500","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","23.100",""
"C0V740","2019-09-11 07:00:00","60.000","322.000","1.600","24.000","0.980","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","24.000","","23.300",""
"C0V790","2019-09-11 07:00:00","410.000","34.000","1.500","22.100","0.950","965.600","-99.000","0.000","-99.000","-99.000","-99.000","22.600","","21.800",""
"C0G860","2019-09-11 07:00:00","45.000","132.000","1.800","27.100","0.820","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","26.200",""
"C0F0A0","2019-09-11 07:00:00","3587.000","44.000","1.300","10.400","0.650","668.100","-99.000","0.000","-99.000","-99.000","-99.000","10.400","","4.500",""
"C0Z250","2019-09-11 07:00:00","1124.000","0.000","0.000","20.500","0.990","892.300","-99.000","0.000","-99.000","-99.000","-99.000","20.500","","18.500",""
"C0K440","2019-09-11 07:00:00","35.000","106.000","0.800","26.600","0.850","1007.900","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","24.900",""
"C0T900","2019-09-11 07:00:00","160.000","267.000","0.900","26.100","0.710","994.300","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","23.900",""
"C0F9V0","2019-09-11 07:00:00","525.000","164.000","1.300","25.000","0.820","953.000","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","22.800",""
"C0UA20","2019-09-11 07:00:00","2619.000","52.000","1.100","14.300","0.630","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","14.300","","11.200",""
"C0M850","2019-09-11 07:00:00","695.000","70.000","0.700","21.700","0.990","934.500","-99.000","0.000","-99.000","-99.000","-99.000","21.800","","20.500",""
"C0G790","2019-09-11 07:00:00","27.000","0.000","0.000","27.400","0.930","1010.300","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","26.200",""
"C0C620","2019-09-11 07:00:00","19.000","329.000","0.500","28.700","0.760","1008.500","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","24.300",""
"C0I360","2019-09-11 07:00:00","300.000","100.000","1.000","24.700","0.790","977.500","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","23.500",""
"C0M810","2019-09-11 07:00:00","1354.000","0.000","0.200","20.600","0.850","866.900","-99.000","0.000","-99.000","-99.000","-99.000","20.600","","17.900",""
"C0AC80","2019-09-11 07:00:00","40.000","80.000","1.800","29.300","0.690","1007.400","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","25.700",""
"CM0140","2019-09-11 07:00:00","26.000","65.000","1.000","29.000","0.650","1010.600","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","26.500",""
"C0SA20","2019-09-11 07:00:00","857.000","8.000","1.600","21.300","0.920","919.300","-99.000","0.000","-99.000","-99.000","-99.000","21.500","","20.300",""
"C0K490","2019-09-11 07:00:00","91.000","98.000","0.900","25.600","0.850","1001.100","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","23.800",""
"C0V820","2019-09-11 07:00:00","441.000","19.000","1.200","23.000","0.910","964.900","-99.000","0.000","-99.000","-99.000","-99.000","23.000","","20.900",""
"C0S810","2019-09-11 07:00:00","65.000","334.000","2.100","26.800","0.830","1008.200","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","24.400",""
"C0R580","2019-09-11 07:00:00","10.000","85.000","0.600","24.900","1.000","1010.600","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","24.000",""
"C0Z330","2019-09-11 07:00:00","488.000","28.000","0.500","23.100","0.870","960.900","-99.000","0.000","-99.000","-99.000","-99.000","23.300","","22.500",""
"C0E590","2019-09-11 07:00:00","40.000","142.000","0.800","26.900","0.910","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","24.800",""
"C0D540","2019-09-11 07:00:00","227.000","0.000","0.000","24.300","0.920","987.400","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","22.800",""
"C0K420","2019-09-11 07:00:00","42.000","115.000","0.800","26.000","0.850","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","24.700",""
"C0Z180","2019-09-11 07:00:00","34.000","0.000","0.200","27.100","0.760","1009.700","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","24.800",""
"C0AD10","2019-09-11 07:00:00","27.000","113.000","4.100","29.500","0.650","1008.300","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","28.600",""
"C0M720","2019-09-11 07:00:00","225.000","117.000","0.700","25.600","0.800","986.400","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","23.600",""
"C0V450","2019-09-11 07:00:00","51.000","32.000","0.900","24.800","0.990","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","23.500",""
"C0R280","2019-09-11 07:00:00","242.000","59.000","1.100","24.200","-99.000","984.200","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","23.700",""
"C0E610","2019-09-11 07:00:00","850.000","0.000","0.000","21.900","0.810","919.900","-99.000","0.000","-99.000","-99.000","-99.000","22.500","","21.400",""
"C0V610","2019-09-11 07:00:00","22.000","77.000","1.500","25.900","0.880","1009.100","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","24.600",""
"C0Z310","2019-09-11 07:00:00","59.000","5.000","1.400","26.000","0.870","1007.400","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","24.700",""
"C0S700","2019-09-11 07:00:00","507.000","66.000","1.000","24.400","0.820","958.100","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","22.400",""
"C0T9G0","2019-09-11 07:00:00","605.000","0.000","0.200","25.100","0.950","948.800","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","22.000",""
"C0U520","2019-09-11 07:00:00","517.000","228.000","0.400","22.300","0.990","958.600","-99.000","0.000","-99.000","-99.000","-99.000","22.800","","21.400",""
"C0G660","2019-09-11 07:00:00","27.000","126.000","2.100","26.900","0.870","1010.000","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","24.700",""
"C0W140","2019-09-11 07:00:00","21.000","350.000","2.000","28.300","0.740","1010.700","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","27.000",""
"C0U720","2019-09-11 07:00:00","1260.000","203.000","0.600","20.400","0.870","889.300","-99.000","0.000","-99.000","-99.000","-99.000","20.400","","17.800",""
"C0R690","2019-09-11 07:00:00","248.000","13.000","1.000","24.600","-99.000","983.800","-99.000","-99.000","-99.000","-99.000","-99.000","25.500","","24.000",""
"C0X150","2019-09-11 07:00:00","18.000","130.000","0.600","27.200","0.860","1011.000","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","25.000",""
"C0Z050","2019-09-11 07:00:00","830.000","0.000","0.000","20.700","0.910","924.800","-99.000","0.000","-99.000","-99.000","-99.000","21.300","","20.000",""
"C0I490","2019-09-11 07:00:00","1601.000","315.000","0.600","19.800","0.870","843.500","-99.000","0.000","-99.000","-99.000","-99.000","20.000","","16.800",""
"C0I090","2019-09-11 07:00:00","910.000","102.000","0.400","21.600","0.940","913.300","-99.000","0.000","-99.000","-99.000","-99.000","21.600","","19.900",""
"C0X240","2019-09-11 07:00:00","394.000","168.000","1.000","22.700","0.930","968.600","-99.000","0.000","-99.000","-99.000","-99.000","22.700","","21.300",""
"C0S990","2019-09-11 07:00:00","409.000","18.000","2.600","24.900","0.830","967.600","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","23.600",""
"C0E850","2019-09-11 07:00:00","104.000","0.000","0.000","25.100","0.910","999.700","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","23.600",""
"C0T9B0","2019-09-11 07:00:00","558.000","134.000","0.500","26.300","0.760","952.900","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","22.200",""
"C0G650","2019-09-11 07:00:00","34.000","149.000","0.500","26.500","0.990","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.400",""
"C0K580","2019-09-11 07:00:00","26.000","126.000","0.600","26.800","0.900","1009.700","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","24.500",""
"C0X050","2019-09-11 07:00:00","25.000","0.000","0.000","27.100","0.850","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","23.100",""
"CM0100","2019-09-11 07:00:00","25.000","71.000","0.900","26.900","0.780","1009.000","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","25.600",""
"C0AC70","2019-09-11 07:00:00","71.000","86.000","1.100","28.600","0.770","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","27.500",""
