"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0S980","2019-09-11 08:00:00","901.000","288.000","1.700","21.100","1.000","914.800","-99.000","0.000","-99.000","-99.000","-99.000","21.300","","20.100",""
"C0X110","2019-09-11 08:00:00","20.000","150.000","1.700","28.200","0.890","1010.100","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","25.200",""
"C0V310","2019-09-11 08:00:00","46.000","0.000","0.200","27.200","0.800","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","23.500",""
"C0G620","2019-09-11 08:00:00","110.000","135.000","1.200","29.100","0.820","1000.300","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","24.200",""
"C0AD50","2019-09-11 08:00:00","84.000","165.000","0.800","29.200","0.760","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","25.600",""
"C0A9A0","2019-09-11 08:00:00","24.000","71.000","2.600","31.000","0.610","1009.600","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","28.400",""
"C0O830","2019-09-11 08:00:00","127.000","74.000","0.800","27.400","0.940","998.500","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","22.800",""
"C0S760","2019-09-11 08:00:00","1621.000","0.000","0.000","18.300","0.980","842.500","-99.000","0.000","-99.000","-99.000","-99.000","18.300","","16.400",""
"C0X160","2019-09-11 08:00:00","26.000","79.000","0.300","28.400","0.820","1009.600","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","24.400",""
"C0C490","2019-09-11 08:00:00","157.000","12.000","0.700","28.600","0.710","994.600","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","25.800",""
"C0F970","2019-09-11 08:00:00","145.000","128.000","0.300","27.900","0.740","995.000","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","25.500",""
"C0M690","2019-09-11 08:00:00","33.000","105.000","0.500","28.300","0.810","1007.600","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","23.500",""
"C0V690","2019-09-11 08:00:00","30.000","84.000","1.200","29.100","0.750","1009.600","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","25.500",""
"C0Z210","2019-09-11 08:00:00","126.000","202.000","0.500","24.300","0.990","1001.000","-99.000","0.000","-99.000","-99.000","-99.000","24.600","","23.500",""
"C0U770","2019-09-11 08:00:00","5.000","346.000","2.600","27.700","0.720","1013.000","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","24.100",""
"C0Z080","2019-09-11 08:00:00","298.000","0.000","0.000","27.000","0.900","980.500","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","22.200",""
"C0G640","2019-09-11 08:00:00","17.000","131.000","2.100","29.000","0.790","1011.800","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","25.900",""
"C0X200","2019-09-11 08:00:00","61.000","65.000","1.000","26.500","0.930","1005.700","-99.000","0.500","-99.000","-99.000","-99.000","26.500","","22.600",""
"C0U900","2019-09-11 08:00:00","63.000","130.000","1.500","28.200","0.720","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","24.800",""
"C0Z230","2019-09-11 08:00:00","31.000","306.000","2.200","28.500","0.630","1011.000","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","25.800",""
"C0F9O0","2019-09-11 08:00:00","175.000","0.000","0.000","29.200","0.830","992.500","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","26.300",""
"C0C540","2019-09-11 08:00:00","46.000","93.000","0.600","30.400","0.630","1007.200","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","25.500",""
"C0G770","2019-09-11 08:00:00","15.000","148.000","1.200","29.400","0.930","1009.900","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","26.000",""
"C0V670","2019-09-11 08:00:00","20.000","7.000","1.100","28.700","0.760","1010.000","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","25.200",""
"C0A870","2019-09-11 08:00:00","685.000","107.000","5.200","25.700","0.820","935.800","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","21.300",""
"C0R220","2019-09-11 08:00:00","23.000","0.000","0.100","27.300","0.950","1010.100","-99.000","0.500","-99.000","-99.000","-99.000","27.300","","23.900",""
"C0Z220","2019-09-11 08:00:00","589.000","265.000","1.100","23.700","0.820","950.100","-99.000","0.000","-99.000","-99.000","-99.000","23.800","","21.200",""
"C0D560","2019-09-11 08:00:00","147.000","60.000","0.800","29.900","0.670","996.300","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","25.400",""
"C0I380","2019-09-11 08:00:00","258.000","104.000","1.100","27.300","0.760","982.400","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","22.900",""
"C0Z020","2019-09-11 08:00:00","211.000","20.000","3.800","25.400","0.990","989.300","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","22.700",""
"C0Z190","2019-09-11 08:00:00","62.000","312.000","1.600","29.100","0.650","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","25.500",""
"C0C710","2019-09-11 08:00:00","143.000","309.000","0.700","27.400","0.740","996.200","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","23.200",""
"C0D360","2019-09-11 08:00:00","523.000","0.000","0.000","25.500","0.780","953.400","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","21.300",""
"C0C680","2019-09-11 08:00:00","228.000","130.000","2.200","28.600","0.690","985.100","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","25.900",""
"C0X140","2019-09-11 08:00:00","17.000","98.000","1.000","28.600","0.840","1009.600","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","24.900",""
"C0V710","2019-09-11 08:00:00","34.000","106.000","1.600","28.500","0.750","1008.300","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","25.500",""
"C0G840","2019-09-11 08:00:00","32.000","149.000","0.600","27.900","0.830","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","25.100",""
"C0S890","2019-09-11 08:00:00","238.000","359.000","1.000","26.100","0.850","989.900","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","23.300",""
"C0T820","2019-09-11 08:00:00","550.000","0.000","0.200","21.900","0.930","956.800","-99.000","0.000","-99.000","-99.000","-99.000","22.200","","20.100",""
"C0F9I0","2019-09-11 08:00:00","194.000","173.000","1.200","27.500","0.810","990.200","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","25.500",""
"C0C650","2019-09-11 08:00:00","208.000","0.000","0.000","28.200","0.650","988.800","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","23.400",""
"C0R600","2019-09-11 08:00:00","766.000","269.000","1.500","23.700","0.790","928.100","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","23.000",""
"C0Z320","2019-09-11 08:00:00","646.000","71.000","0.700","26.700","0.690","943.000","-99.000","0.500","-99.000","-99.000","-99.000","26.700","","19.500",""
"C0V210","2019-09-11 08:00:00","734.000","0.000","0.100","24.200","0.770","932.900","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","19.400",""
"C0K450","2019-09-11 09:00:00","35.000","176.000","1.200","28.900","0.720","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","24.400",""
"C0G760","2019-09-11 09:00:00","53.000","196.000","0.500","30.500","0.850","1008.500","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","25.100",""
"CM0120","2019-09-11 09:00:00","4.000","211.000","2.000","29.100","0.700","1011.800","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","24.900",""
"C0Z290","2019-09-11 09:00:00","946.000","0.000","0.000","26.000","0.680","911.100","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","19.500",""
"C0V680","2019-09-11 09:00:00","40.000","104.000","1.100","30.100","0.740","1008.100","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","24.300",""
"C0F9U0","2019-09-11 09:00:00","74.000","130.000","1.800","30.500","0.660","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","26.900",""
"C0AI10","2019-09-11 09:00:00","76.000","164.000","1.300","31.500","0.630","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","24.800",""
"C0V530","2019-09-11 09:00:00","34.000","2.000","0.600","29.800","0.800","1008.400","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","24.000",""
"C0R550","2019-09-11 09:00:00","38.000","24.000","1.300","29.700","0.710","1009.000","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","23.600",""
"C0F9L0","2019-09-11 09:00:00","253.000","172.000","0.600","29.700","0.690","983.900","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","25.800",""
"C0A950","2019-09-11 09:00:00","60.000","168.000","6.300","28.900","0.820","1007.300","-99.000","0.500","-99.000","-99.000","-99.000","29.000","","26.100",""
"C0R160","2019-09-11 09:00:00","45.000","31.000","0.900","29.100","0.990","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","23.500",""
"C0F9S0","2019-09-11 09:00:00","43.000","162.000","1.600","29.800","0.690","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","26.100",""
"C0M820","2019-09-11 09:00:00","980.000","212.000","0.400","25.000","0.650","906.800","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","18.600",""
"C0G870","2019-09-11 09:00:00","12.000","190.000","1.800","30.100","0.800","1011.700","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","24.700",""
"C0R530","2019-09-11 09:00:00","16.000","354.000","2.000","29.300","0.640","1010.400","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","24.100",""
"C0O840","2019-09-11 09:00:00","134.000","212.000","0.700","28.800","0.990","996.500","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","23.200",""
"C0A890","2019-09-11 09:00:00","40.000","0.000","0.200","29.600","0.780","1008.200","-99.000","0.500","-99.000","-99.000","-99.000","29.600","","25.500",""
"C0A660","2019-09-11 09:00:00","97.000","161.000","0.300","29.700","1.000","1001.700","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","25.600",""
"C0T9H0","2019-09-11 09:00:00","725.000","94.000","1.500","30.000","0.700","935.300","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","21.300",""
"C0R270","2019-09-11 09:00:00","51.000","47.000","0.900","29.200","0.810","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","24.200",""
"C0O980","2019-09-11 09:00:00","18.000","85.000","0.800","29.400","0.780","1011.500","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","23.100",""
"C0T9I0","2019-09-11 09:00:00","152.000","205.000","0.300","29.500","0.650","997.800","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","23.400",""
"C0V760","2019-09-11 09:00:00","30.000","10.000","0.600","30.100","0.750","1009.700","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","24.400",""
"C0AG90","2019-09-11 09:00:00","25.000","65.000","2.200","32.100","0.590","1010.300","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","27.800",""
"C0R570","2019-09-11 09:00:00","37.000","57.000","1.100","29.800","0.710","1007.400","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","24.200",""
"C0O900","2019-09-11 09:00:00","9.000","105.000","0.800","29.800","0.890","1011.700","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","23.700",""
"C0AD00","2019-09-11 09:00:00","86.000","81.000","2.400","31.700","0.630","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","27.600",""
"C0V700","2019-09-11 09:00:00","24.000","338.000","0.700","30.200","0.700","1009.000","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","25.800",""
"C0AH00","2019-09-11 09:00:00","38.000","44.000","1.600","31.200","0.620","1008.100","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","27.400",""
"C0X080","2019-09-11 09:00:00","2.000","187.000","1.300","29.700","0.800","1012.100","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","24.000",""
"CM0150","2019-09-11 09:00:00","11.000","99.000","0.600","30.100","0.630","1011.800","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","25.000",""
"C0I480","2019-09-11 09:00:00","2165.000","353.000","0.500","20.900","0.610","791.900","-99.000","0.000","-99.000","-99.000","-99.000","21.200","","12.600",""
"C0A860","2019-09-11 09:00:00","362.000","79.000","1.300","30.000","0.690","972.800","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","23.700",""
"C0U940","2019-09-11 09:00:00","25.000","18.000","0.300","29.400","0.710","1012.100","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","24.200",""
"C0S970","2019-09-11 09:00:00","19.000","78.000","5.000","29.200","0.740","1010.800","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","24.900",""
"C0V260","2019-09-11 09:00:00","126.000","34.000","0.900","30.000","0.670","998.700","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","23.200",""
"C0H990","2019-09-11 09:00:00","3076.000","174.000","0.400","16.600","0.630","710.700","-99.000","0.000","-99.000","-99.000","-99.000","16.600","","9.700",""
"C0F9K0","2019-09-11 09:00:00","30.000","150.000","1.600","30.600","0.650","1007.400","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","26.400",""
"C0AH90","2019-09-11 09:00:00","660.000","65.000","0.900","27.100","0.720","943.100","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","20.100",""
"C0W150","2019-09-11 09:00:00","42.000","53.000","3.100","31.400","0.610","1008.900","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","28.200",""
"C0F000","2019-09-11 09:00:00","273.000","92.000","0.700","29.200","0.910","980.500","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","23.800",""
"C0K410","2019-09-11 09:00:00","20.000","153.000","1.400","29.300","0.770","1009.200","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","24.300",""
"C0R140","2019-09-11 09:00:00","740.000","344.000","0.600","23.800","0.760","933.700","-99.000","0.000","-99.000","-99.000","-99.000","23.800","","21.500",""
"C0V800","2019-09-11 09:00:00","256.000","0.000","0.200","28.800","0.670","982.200","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","22.600",""
"C0S830","2019-09-11 09:00:00","288.000","83.000","1.400","30.200","0.770","982.800","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","24.700",""
"C0S920","2019-09-11 09:00:00","98.000","195.000","0.500","30.700","0.650","997.400","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","24.200",""
"C0V640","2019-09-11 09:00:00","35.000","25.000","1.400","29.600","0.810","1008.700","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","24.600",""
"C0AH80","2019-09-11 09:00:00","68.000","79.000","1.600","31.200","0.620","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","25.200",""
"C0K250","2019-09-11 09:00:00","12.000","192.000","1.000","30.300","0.780","1011.000","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","23.300",""
"C0I410","2019-09-11 09:00:00","180.000","211.000","1.500","28.300","0.690","991.900","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","24.000",""
"C0M410","2019-09-11 09:00:00","245.000","164.000","1.300","27.500","0.920","981.500","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","21.700",""
"C0F9Z0","2019-09-11 09:00:00","3193.000","169.000","2.000","14.900","0.560","701.100","-99.000","0.000","-99.000","-99.000","-99.000","14.900","","9.500",""
"C0G810","2019-09-11 09:00:00","26.000","178.000","0.800","31.900","0.650","1008.400","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","26.500",""
"C0U650","2019-09-11 09:00:00","442.000","83.000","1.100","27.700","0.710","965.000","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","22.800",""
"C0D660","2019-09-11 09:00:00","65.000","54.000","1.500","29.100","0.750","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","26.600",""
"C0E540","2019-09-11 09:00:00","32.000","49.000","1.300","30.100","0.750","1009.000","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","25.100",""
"C0W170","2019-09-11 09:00:00","42.000","54.000","4.200","29.200","0.820","1008.500","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","27.500",""
"C0Z150","2019-09-11 09:00:00","27.000","0.000","0.000","29.800","0.680","1011.200","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","24.700",""
"C0S840","2019-09-11 09:00:00","22.000","57.000","3.100","29.700","0.790","1012.400","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","24.600",""
"C0H9A0","2019-09-11 09:00:00","1595.000","88.000","1.200","24.100","0.650","848.100","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","16.100",""
"C0Z300","2019-09-11 09:00:00","182.000","21.000","0.700","28.100","0.850","994.500","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","22.800",""
"C0G730","2019-09-11 09:00:00","27.000","191.000","1.500","29.400","0.830","1009.900","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","24.600",""
"C0V730","2019-09-11 09:00:00","33.000","59.000","1.000","30.100","0.890","1009.400","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","24.700",""
"C0SA00","2019-09-11 09:00:00","466.000","116.000","0.700","28.200","0.800","961.200","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","21.800",""
"C0S900","2019-09-11 09:00:00","27.000","341.000","1.000","28.900","0.800","1010.800","-99.000","1.000","-99.000","-99.000","-99.000","29.200","","26.900",""
"C0C480","2019-09-11 09:00:00","105.000","77.000","0.400","32.700","0.560","1000.500","-99.000","0.000","-99.000","-99.000","-99.000","32.700","","27.300",""
"C0V720","2019-09-11 09:00:00","15.000","58.000","1.400","30.000","0.760","1011.000","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","25.100",""
"C0UA60","2019-09-11 09:00:00","566.000","125.000","0.600","29.000","0.700","951.100","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","22.200",""
"C0A980","2019-09-11 09:00:00","11.000","109.000","2.400","32.000","0.550","1011.800","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","28.100",""
"C0C670","2019-09-11 09:00:00","250.000","82.000","0.500","28.500","0.640","985.000","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","24.300",""
"C0K550","2019-09-11 09:00:00","15.000","165.000","0.800","30.700","0.720","1011.000","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","24.200",""
"C0R350","2019-09-11 09:00:00","35.000","41.000","2.700","28.300","0.860","1008.700","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","26.000",""
"C0T9F0","2019-09-11 09:00:00","251.000","131.000","0.500","29.900","0.700","985.600","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","23.200",""
"C0D390","2019-09-11 09:00:00","146.000","0.000","0.000","29.100","0.710","994.700","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","24.000",""
"C0E430","2019-09-11 09:00:00","258.000","134.000","0.500","25.800","0.900","987.000","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","22.800",""
"C0O990","2019-09-11 09:00:00","18.000","0.000","0.100","30.000","0.890","1010.300","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","22.900",""
"CM0010","2019-09-11 09:00:00","68.000","40.000","1.400","31.000","-99.000","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","25.700",""
"C0K500","2019-09-11 09:00:00","12.000","161.000","0.800","29.900","0.740","1009.800","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","24.200",""
"C0X260","2019-09-11 09:00:00","39.000","192.000","1.400","29.500","0.770","1008.600","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","23.600",""
"C0ACA0","2019-09-11 09:00:00","25.000","64.000","0.800","31.900","0.570","1008.600","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","28.200",""
"C0X180","2019-09-11 09:00:00","62.000","103.000","1.300","28.800","0.800","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","23.500",""
"C0F930","2019-09-11 09:00:00","100.000","132.000","0.800","32.600","0.750","1001.100","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","27.100",""
"C0I010","2019-09-11 09:00:00","1562.000","227.000","1.200","21.700","0.660","850.500","-99.000","0.000","-99.000","-99.000","-99.000","22.700","","16.300",""
"C0R190","2019-09-11 09:00:00","32.000","86.000","0.500","29.700","0.710","1008.600","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","22.700",""
"C0E420","2019-09-11 09:00:00","19.000","41.000","0.800","29.300","0.740","1008.500","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","24.900",""
"C0I460","2019-09-11 09:00:00","110.000","203.000","1.500","30.100","0.640","1000.100","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","25.300",""
"C0A9F0","2019-09-11 09:00:00","35.000","90.000","2.100","32.300","0.550","1009.200","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","28.100",""
"C0O950","2019-09-11 09:00:00","4.000","0.000","0.100","30.800","0.750","1011.100","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","24.700",""
"C0M760","2019-09-11 09:00:00","40.000","215.000","0.600","29.800","0.740","1008.100","-99.000","0.500","-99.000","-99.000","-99.000","29.800","","24.500",""
"C0AH70","2019-09-11 09:00:00","34.000","85.000","2.300","32.100","0.540","1009.300","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","28.200",""
"C0V250","2019-09-11 09:00:00","298.000","81.000","0.600","29.500","0.660","980.000","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","21.400",""
"C0U980","2019-09-11 09:00:00","573.000","157.000","2.700","24.900","0.960","951.800","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","22.700",""
"C0S740","2019-09-11 09:00:00","289.000","32.000","1.300","28.200","0.740","982.100","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","22.700",""
"C0A940","2019-09-11 09:00:00","49.000","0.000","0.100","30.800","0.740","1008.100","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","24.900",""
"C0A920","2019-09-11 09:00:00","196.000","100.000","2.500","30.200","0.830","990.300","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","25.000",""
"C0T870","2019-09-11 09:00:00","135.000","0.000","0.200","28.100","0.720","998.400","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","21.800",""
"C0O930","2019-09-11 09:00:00","69.000","0.000","0.100","27.700","0.840","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","21.900",""
"C0AI40","2019-09-11 09:00:00","37.000","93.000","2.400","31.700","0.560","1008.700","-99.000","0.000","7.700","57.000","","31.700","","28.800",""
"C0C460","2019-09-11 09:00:00","482.000","0.000","0.000","25.800","0.710","960.200","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","22.100",""
"C0E520","2019-09-11 09:00:00","320.000","19.000","1.000","29.500","0.750","977.300","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","22.400",""
"C0T9D0","2019-09-11 09:00:00","7.000","0.000","0.100","31.800","0.990","1013.900","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","23.500",""
"C0I390","2019-09-11 09:00:00","1184.000","99.000","0.700","25.000","0.620","887.500","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","17.500",""
"C0B020","2019-09-11 09:00:00","86.000","91.000","4.800","29.600","0.990","1001.900","-99.000","0.500","-99.000","-99.000","-99.000","31.000","","25.400",""
"CM0170","2019-09-11 09:00:00","106.000","104.000","1.000","28.500","0.720","1001.500","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","22.800",""
"C0F860","2019-09-11 09:00:00","2215.000","71.000","0.900","23.100","0.500","784.800","-99.000","0.000","-99.000","-99.000","-99.000","23.100","","12.900",""
"C0U890","2019-09-11 09:00:00","116.000","91.000","2.000","28.800","0.820","1001.900","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","24.200",""
"C0G800","2019-09-11 09:00:00","15.000","195.000","2.300","29.500","0.770","1010.200","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","25.200",""
"C0F850","2019-09-11 09:00:00","379.000","288.000","0.600","28.100","0.640","969.400","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","22.800",""
"C0AH50","2019-09-11 09:00:00","275.000","99.000","4.000","29.400","0.910","981.800","-99.000","0.000","9.900","68.000","","29.400","","26.000",""
"C0Z160","2019-09-11 09:00:00","124.000","73.000","1.000","29.500","0.660","1000.700","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","18.900",""
"C0R540","2019-09-11 09:00:00","17.000","9.000","1.500","30.200","0.700","1010.300","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","24.300",""
"C0K480","2019-09-11 09:00:00","56.000","180.000","0.900","29.600","0.740","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","25.000",""
"C0H890","2019-09-11 09:00:00","440.000","45.000","0.600","27.000","0.710","962.900","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","23.000",""
"C0S770","2019-09-11 09:00:00","375.000","128.000","1.400","27.300","0.800","971.400","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","23.000",""
"C0X230","2019-09-11 09:00:00","29.000","155.000","1.200","29.500","0.780","1010.500","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","23.900",""
"C0B010","2019-09-11 09:00:00","38.000","95.000","2.500","31.100","0.650","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","27.100",""
"C0R490","2019-09-11 09:00:00","49.000","68.000","1.700","29.100","0.750","1006.500","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","24.100",""
"C0V440","2019-09-11 09:00:00","27.000","94.000","0.700","30.100","0.680","1009.000","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","23.300",""
"C0SA40","2019-09-11 09:00:00","200.000","319.000","0.900","28.200","0.730","991.400","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","23.300",""
"C0Z280","2019-09-11 09:00:00","224.000","319.000","0.400","29.000","0.840","989.600","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","23.000",""
"C0Z070","2019-09-11 09:00:00","247.000","0.000","0.000","25.400","0.990","985.800","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","23.100",""
"C0T9N0","2019-09-11 09:00:00","261.000","327.000","2.400","27.400","0.760","984.600","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","22.800",""
"C0K470","2019-09-11 09:00:00","97.000","107.000","0.300","28.900","0.780","1001.400","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","23.600",""
"C0V650","2019-09-11 09:00:00","28.000","47.000","0.400","30.700","0.680","1011.200","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","24.200",""
"C0H9C0","2019-09-11 09:00:00","3402.000","123.000","1.100","17.400","0.600","681.700","-99.000","0.000","-99.000","-99.000","-99.000","17.600","","8.500",""
"C0U780","2019-09-11 09:00:00","15.000","67.000","1.300","29.700","0.680","1012.500","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","25.300",""
"C0U760","2019-09-11 09:00:00","22.000","105.000","1.400","30.700","0.690","1012.700","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","23.700",""
"C0X290","2019-09-11 09:00:00","10.000","140.000","1.400","29.400","0.800","1011.400","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","25.100",""
"C0R420","2019-09-11 09:00:00","504.000","104.000","2.600","23.300","-99.000","952.700","-99.000","0.500","-99.000","-99.000","-99.000","23.300","","21.600",""
"C0E830","2019-09-11 09:00:00","37.000","172.000","1.700","30.900","0.610","1007.800","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","27.200",""
"C0K330","2019-09-11 09:00:00","38.000","175.000","0.700","29.800","0.740","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","24.600",""
